rowID_P1,responseId_P1,duration_P1,startTime_P1,NAcount_P1,age,female,male,americanIndian,asian,black,latinx,pacificIslander,white,other,state,region,edu,edu_n,inc,poli_n,voteD,voteR,id_environmentalistP1,id_exaggeratedCrisisP1,id_spaceshipP1,id_ecoCatastropheP1,id_natureStrongerP1,id_humansAbusingEnviroP1,idIndexP1,pw_watchReadP1,pw_shareP1,pw_socialMediaConvoP1,pw_participateConvoP1,pw_startConvoP1,pwConverseIndexP1,pw_recycleP1,pw_lightsOffP1,pw_compostP1,pw_avoidMeatP1,pw_productImpactP1,pw_altTransportationP1,pw_reduceWaterP1,pw_reusableBottleP1,pw_washColdP1,pw_hangDryP1,pw_reusableBagsP1,pw_useDisposableProductsP1,pw_useKeurigP1,pw_usePlasticWaterP1,pwPEBsIndexP1,cc_SeriousnessP1,cc_HarmTimeP1,cc_PersonalHarmP1,ccIndexP1,cc_CauseP1,cc_CauseP1_n,wg_goodP1,wg_positiveP1,warmGlowIndexP1,intent_watchReadP1,intent_shareP1,intent_socialMediaConvoP1,intent_participateConvoP1,intent_startConvoP1,intentConverseIndexP1,intent_recycleP1,intent_lightsOffP1,intent_compostP1,intent_avoidMeatP1,intent_productImpactP1,intent_altTransportationP1,intent_reduceWaterP1,intent_reusableBottleP1,intent_washColdP1,intent_hangDryP1,intent_reusableBagsP1,intent_useDisposableProductsP1,intent_useKeurigP1,intent_usePlasticWaterP1,intentPEBsIndexP1,treatment,task,taskSpaced,wordCount,charity,taskTime,rowID_P2,responseId_P2,duration_P2,startTime_P2,NAcount_P2,id_environmentalistP2,id_exaggeratedCrisisP2,id_spaceshipP2,id_ecoCatastropheP2,id_natureStrongerP2,id_humansAbusingEnviroP2,idIndexP2,pw_watchReadP2,pw_shareP2,pw_socialMediaConvoP2,pw_participateConvoP2,pw_startConvoP2,pwConverseIndexP2,pw_recycleP2,pw_lightsOffP2,pw_compostP2,pw_avoidMeatP2,pw_productImpactP2,pw_altTransportationP2,pw_reduceWaterP2,pw_reusableBottleP2,pw_washColdP2,pw_hangDryP2,pw_reusableBagsP2,pw_useDisposableProductsP2,pw_useKeurigP2,pw_usePlasticWaterP2,pwPEBsIndexP2,cc_SeriousnessP2,cc_HarmTimeP2,cc_PersonalHarmP2,ccIndexP2,cc_CauseP2,cc_CauseP2_n,wg_goodP2,wg_positiveP2,warmGlowIndexP2,intent_watchReadP2,intent_shareP2,intent_socialMediaConvoP2,intent_participateConvoP2,intent_startConvoP2,intentConverseIndexP2,intent_recycleP2,intent_lightsOffP2,intent_compostP2,intent_avoidMeatP2,intent_productImpactP2,intent_altTransportationP2,intent_reduceWaterP2,intent_reusableBottleP2,intent_washColdP2,intent_hangDryP2,intent_reusableBagsP2,intent_useDisposableProductsP2,intent_useKeurigP2,intent_usePlasticWaterP2,intentPEBsIndexP2
408,R_1luSf2sGyidkn4g,16.066666666666666,10/3/19 11:39,0,35,1,0,0,1,0,0,0,0,0,California,West,Bachelor's degree,5,87.5,2,1,0,5,5,6,6,5,5,-0.0340019162101402,1,1,1,1,1,-0.8808374967070594,4,4,1,1,2,1,3,3,4,4,4,4,5,4,-0.25000738987829924,3,2,3,-1.359075486644558,I don't know,0,5,5,-1.213593316380251,2,2,1,2,2,-1.113464852234191,4,5,1,1,2,1,4,4,4,5,5,4,5,5,-0.27620143213798753,extrinsic,"romeo, juliet, beauty, nothing, peter, must, true, hath, made, marry, enter, nurse, come, stay, flower, sampson, soon, man, friar, men, yet, exit, eyes, friend, complete, dear, loves, kinsman, indeed, straight, gregory, many, fight, poison, married, give, ladies, grave, speak, paris, head, gentle, forth, place, head, breath, servant, dream, tonight, now, mercutio, mantua, ground, exeunt, tomorrow, holy, gone, night, lady, day, shall, will, capulet, love, benvolio, good, tybalt, doth, montague, heaven, tell, good, young, farewell, happy, alone, thought, know, mine, hear, tongue, warrant, shame, pardon, like, talk, black, well, face, laurence, master, move, answer, therefore, banished, bring, twenty, mistress, never, daughter, thursday, mother, means, blood, house, verona, sorrow, heavy, house, though, better, body, years, john, let, cell, away, said, bid, call, wit, live, dost, upon, son, act, joy, child, hands, fall, soul, run, foot, kill, sight, none, grief, sweet, full, madam, world, peace, prince, think, stand, news, see, without, say, may, old, pray, hence, father, make,",romeo  juliet  beauty  nothing  peter  must  true  hath  made  marry  enter  nurse  come  stay  flower  sampson  soon  man  friar  men  yet  exit  eyes  friend  complete  dear  loves  kinsman  indeed  straight  gregory  many  fight  poison  married  give  ladies  grave  speak  paris  head  gentle  forth  place  head  breath  servant  dream  tonight  now  mercutio  mantua  ground  exeunt  tomorrow  holy  gone  night  lady  day  shall  will  capulet  love  benvolio  good  tybalt  doth  montague  heaven  tell  good  young  farewell  happy  alone  thought  know  mine  hear  tongue  warrant  shame  pardon  like  talk  black  well  face  laurence  master  move  answer  therefore  banished  bring  twenty  mistress  never  daughter  thursday  mother  means  blood  house  verona  sorrow  heavy  house  though  better  body  years  john  let  cell  away  said  bid  call  wit  live  dost  upon  son  act  joy  child  hands  fall  soul  run  foot  kill  sight  none  grief  sweet  full  madam  world  peace  prince  think  stand  news  see  without  say  may  old  pray  hence  father  make ,155,Environmental Defense Fund,5.00215,200,R_T6h1tFUSrFPUMY9,5.483333333333333,2019-10-10 13:39:26,0,5,6,6,5,5,5,-0.02525465086644275,1,1,1,1,1,-0.984266147499322,4,4,1,1,1,1,3,2,4,4,4,5,5,4,-0.34556701645601623,3,2,3,-1.433910806962498,I don't know,0,6,6,0.31171241794978877,2,1,1,1,1,-1.455711847434403,4,4,1,1,2,1,4,4,4,5,5,4,5,4,-0.44760079664174396
409,R_3mb10AhQIjAQLDA,18.216666666666665,10/3/19 11:37,0,37,1,0,0,0,0,0,0,1,0,Illinois,Midwest,Bachelor's degree,5,125,2,1,0,5,7,7,7,6,7,0.6822935658226974,3,2,2,3,4,0.9847515186083237,3,5,1,2,3,1,3,5,5,2,4,4,2,5,0.29830662720997586,4,4,4,2.8830276443883776,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,7,1.6492795615012592,5,4,4,5,5,0.9907223508055625,5,5,3,4,4,1,5,5,5,5,5,5,2,5,0.6360294044536337,extrinsic,"head, breath, twenty, mine, know, like, face, well, young, heaven, doth, god, word, lord, earth, comes, shall, scene, lady, night, shall, will come, nurse, paris, now, eyes, exit, man, yet, love, upon, let, cell, find, years, mistress, married, many, stay, better, world, old, think, prince, father, every, leave, tybalt, face, good, wilt, juliet, romeo, friar, sir, death, say, may, capulet, holy, gone, can, much, name, mercutio, hath, enter soon, desperate, whose, self, laurence, grave, talk, black, tears, banished, fall, soul, run, haste, grief, sweet, alone, shame, hast, woe, away,",head  breath  twenty  mine  know  like  face  well  young  heaven  doth  god  word  lord  earth  comes  shall  scene  lady  night  shall  will come  nurse  paris  now  eyes  exit  man  yet  love  upon  let  cell  find  years  mistress  married  many  stay  better  world  old  think  prince  father  every  leave  tybalt  face  good  wilt  juliet  romeo  friar  sir  death  say  may  capulet  holy  gone  can  much  name  mercutio  hath  enter soon  desperate  whose  self  laurence  grave  talk  black  tears  banished  fall  soul  run  haste  grief  sweet  alone  shame  hast  woe  away ,89,Sierra Club - Vermont Chapter,5.002350000000001,292,R_1mIXfuJq12nSziI,8.783333333333333,2019-10-10 14:13:52,0,6,7,7,7,5,7,0.7114369271255189,3,2,2,3,2,0.5091819395326966,4,5,2,3,4,1,5,5,5,4,5,5,4,5,0.5890148396061311,4,4,4,2.776375813883019,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,6,7,0.9863040712854125,4,5,4,4,4,0.754381993979256,5,5,2,4,4,1,5,4,5,5,5,4,4,2,0.44761700506066654
410,R_1fadaDHeE774ajl,15.466666666666667,10/3/19 11:40,0,37,1,0,0,0,0,1,0,0,0,Florida,South,High school diploma or equivalent,2,32.5,2,1,0,4,6,5,6,5,7,0.0885496334464074,2,1,1,1,1,-0.678048333354134,1,4,1,1,1,1,1,1,4,3,1,3,5,1,-0.7879108474003345,4,3,3,0.8411075507476757,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,7,1.6492795615012592,5,4,4,4,3,0.5308326401992316,3,5,3,1,4,2,4,4,5,3,1,2,1,1,-0.21993030492862908,extrinsic,"come ,nurse, romeo, juliet, complete, death, sir, dead, say, may, make, god, earth, comes, musician, benvolio, love, will, capulet, wilt, tybalt, good, face, well, like, doth, montague, prince, think, stand, hence, father, kinsman, paris, give, light, hath, must, servant, married, poison, back, hast, banished, therefore, twenty, tears, escalus, name, run, act, joy, marry, peter, beauty, nothing, ladies, sampson, stay, die, life, two, need, little, hour, faith, thought, shame,",come  nurse  romeo  juliet  complete  death  sir  dead  say  may  make  god  earth  comes  musician  benvolio  love  will  capulet  wilt  tybalt  good  face  well  like  doth  montague  prince  think  stand  hence  father  kinsman  paris  give  light  hath  must  servant  married  poison  back  hast  banished  therefore  twenty  tears  escalus  name  run  act  joy  marry  peter  beauty  nothing  ladies  sampson  stay  die  life  two  need  little  hour  faith  thought  shame ,68,Environmental Defense Fund,5.0015833333333335,219,R_3gSC1CiPG5D44sH,7.75,2019-10-10 13:42:49,0,5,5,6,6,5,6,0.12193216188157568,1,1,1,1,1,-0.984266147499322,1,5,1,1,1,1,3,5,4,4,1,3,5,2,-0.5538661232418521,4,2,3,-0.3360290306095159,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,7,1.6695415869720311,3,1,1,1,1,-1.2959079220638314,3,5,1,1,3,1,5,4,5,5,1,2,5,2,-0.5430581361632195
411,R_bO3oAxUMGgu8Fnb,78.78333333333333,10/3/19 10:37,0,48,1,0,0,0,0,0,0,1,0,Iowa,Midwest,High school diploma or equivalent,2,125,-2,0,1,1,1,1,1,1,2,-2.583712646092399,1,1,1,1,1,-0.8808374967070594,2,5,1,1,1,1,4,5,3,1,3,4,5,5,-0.32794413742004064,1,1,1,-6.652635080788536,There is no solid evidence that the Earth is getting warmer,1,1,1,-6.939339072143271,1,1,1,1,1,-1.720395189051487,3,5,1,1,1,1,4,4,4,1,3,5,5,3,-0.756185944320319,intrinsic,"juliet, romeo, nurse, come, will, love, good, death, complete, dead, sir, make, bed, father, hence, old, house, blood, day, lady, therefore, banished, never, bring, twenty, mother, thursday, back, tomorrow, holy, gone, woe, years, better, name, tears, face, well, like, talk, black, mine, hear, know, alone, tongue, shame, farewell, warrant, heaven, happy, beauty, nothing, straight, many, slain, poison, married, gently, forth, grave, ladies, give, light, made, grue,enter, hath, now, marry, sleep, soon, eyes, loves, kinsman, hither, earth, God, Lord, late, keep, shalt, musician, desperate, men, hands, soul, kill, sight, act, son, upon, live, haste, watch, wilt, sin, new, two, lie, bid, call, put, swear, mad, sun, get, nay, wife, lips, silver, answer, move, master, past, pardon, bed, husband, gentlemen, whose, thyself,",juliet  romeo  nurse  come  will  love  good  death  complete  dead  sir  make  bed  father  hence  old  house  blood  day  lady  therefore  banished  never  bring  twenty  mother  thursday  back  tomorrow  holy  gone  woe  years  better  name  tears  face  well  like  talk  black  mine  hear  know  alone  tongue  shame  farewell  warrant  heaven  happy  beauty  nothing  straight  many  slain  poison  married  gently  forth  grave  ladies  give  light  made  grue enter  hath  now  marry  sleep  soon  eyes  loves  kinsman  hither  earth  God  Lord  late  keep  shalt  musician  desperate  men  hands  soul  kill  sight  act  son  upon  live  haste  watch  wilt  sin  new  two  lie  bid  call  put  swear  mad  sun  get  nay  wife  lips  silver  answer  move  master  past  pardon  bed  husband  gentlemen  whose  thyself ,121,The Vermont Historical Society,5.000283333333333,216,R_1EgsUfl6s7G6EG4,3.2666666666666666,2019-10-10 13:47:08,0,1,1,2,2,2,2,-2.1909236072179885,1,1,1,1,1,-0.984266147499322,1,5,1,1,1,1,2,3,2,1,3,4,5,5,-0.6065579962244558,1,1,1,-6.741163551680982,There is no solid evidence that the Earth is getting warmer,1,1,1,-6.477433427161423,1,1,1,1,1,-1.6155157728049747,1,5,1,1,1,1,2,3,3,1,3,4,5,5,-0.9357434509232522
412,R_2xyjOgGt2B5wVuJ,17.466666666666665,10/3/19 11:39,0,35,0,1,0,0,0,0,0,1,0,Texas,South,Trade school degree or certificate,4,62.5,-1,0,1,5,7,7,7,7,6,0.6445574666716802,2,1,3,2,3,0.3456138561150807,4,5,4,1,2,1,4,5,3,1,2,2,5,5,0.09898515474205667,4,3,3,0.8411075507476757,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,7,1.6492795615012592,5,4,4,5,4,0.834553661835762,5,5,4,2,4,3,5,5,5,3,4,2,2,5,0.41610541807626705,extrinsic,"paris, night, romeo, capulet, say, may, old, hence, pray, think, prince, peace, world, hand, doth, montague, like, face, well, laurence, well, like, talk, black, good, mine, hear, know, alone, tongue, shame, pardon, banished, therefore, never, twenty, daugther, blood, mother, bring, hast, first, lady, day, shall, posion, married, grave, give, now, tonight, breath, dream, back, peter, light, must, hath, enter, true, take, come, nurse, man, sound, art, wife, heart, part, stay, sampson, exit, eyes, yet, complete, death, dead, keep, comes, earth, musician, hither, loves, desperate, lord, word, god, bed, father, within, letter, ever, merry, lies, look, can, one, much, eye, put, rest, fair, dear, long, help, years, better, let, cell, haste, watch, foot, run, fall, son, upon, act, joy, hands, talk, black, law, bear, nay, lips, early, get, sound, poor, still, faith, little, hour, without",paris  night  romeo  capulet  say  may  old  hence  pray  think  prince  peace  world  hand  doth  montague  like  face  well  laurence  well  like  talk  black  good  mine  hear  know  alone  tongue  shame  pardon  banished  therefore  never  twenty  daugther  blood  mother  bring  hast  first  lady  day  shall  posion  married  grave  give  now  tonight  breath  dream  back  peter  light  must  hath  enter  true  take  come  nurse  man  sound  art  wife  heart  part  stay  sampson  exit  eyes  yet  complete  death  dead  keep  comes  earth  musician  hither  loves  desperate  lord  word  god  bed  father  within  letter  ever  merry  lies  look  can  one  much  eye  put  rest  fair  dear  long  help  years  better  let  cell  haste  watch  foot  run  fall  son  upon  act  joy  hands  talk  black  law  bear  nay  lips  early  get  sound  poor  still  faith  little  hour  without,134,Environmental Defense Fund,4.572733333333333,304,R_2fCoP4bSST5w4JU,4.2,2019-10-10 14:24:32,0,5,6,7,6,7,6,0.4805465868375713,4,2,3,3,2,0.9394051593563052,5,5,2,1,2,1,5,5,0,3,1,3,5,4,0.1794630138135651,4,4,3,1.7395179673721841,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,6,6,0.31171241794978877,5,4,5,4,5,1.067444813599299,5,5,4,1,3,1,5,5,3,4,2,3,5,5,0.37069044841571913
413,R_QigOW4AP1b8xucF,12.966666666666667,10/3/19 11:44,0,35,0,1,0,1,0,0,0,0,0,California,West,High school diploma or equivalent,2,87.5,1,1,0,5,5,5,6,3,7,-0.061976660260531904,1,1,1,2,2,-0.4689585687924346,4,5,1,1,3,1,4,4,1,3,2,2,5,5,-0.20645312026969473,3,4,3,0.768022291970037,The Earth is getting warmer mostly because of natural patterns in the Earth’s environment,2,7,7,1.6492795615012592,5,3,5,4,4,0.6857986060342809,5,5,1,1,4,1,5,5,4,3,4,2,5,5,0.2430445396881965,intrinsic,"come, nurse, juliet, romeo, mercutio, will, capulet, tybalt, wilt, good, laurence, benovolio, shall, lady, night, back, exeunt, hast, first, house, blood, never, banished, therefore, face, well, like, talk, black, mine, hear, know, sweet, tell, know, heaven, young, alone, bed, make, father, hence, old, may, say, stand, death, sir, complete, earth, comes, musician, dead, keep, lord, father, hence, old, thing, stand, prince, peace, world, madam, farewell, warrant shame, beauty, nothing, light, peter, gregory, many, poison, slain, married, gentle, ladies, grave, forth, place, head, breath, speak dream, servant, paris, now, tonight, made, marry, take sleep, stay, flower, sampson, soon, years, cell, away, said, bid, call, wit, life, two, life, are, upon, so",come  nurse  juliet  romeo  mercutio  will  capulet  tybalt  wilt  good  laurence  benovolio  shall  lady  night  back  exeunt  hast  first  house  blood  never  banished  therefore  face  well  like  talk  black  mine  hear  know  sweet  tell  know  heaven  young  alone  bed  make  father  hence  old  may  say  stand  death  sir  complete  earth  comes  musician  dead  keep  lord  father  hence  old  thing  stand  prince  peace  world  madam  farewell  warrant shame  beauty  nothing  light  peter  gregory  many  poison  slain  married  gentle  ladies  grave  forth  place  head  breath  speak dream  servant  paris  now  tonight  made  marry  take sleep  stay  flower  sampson  soon  years  cell  away  said  bid  call  wit  life  two  life  are  upon  so,110,Environmental Defense Fund,5.000416666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,R_ZIwb3AcL5SMRF9T,14.433333333333334,10/3/19 11:42,0,35,1,0,0,0,1,0,0,0,0,Minnesota,Midwest,High school diploma or equivalent,2,62.5,2,1,0,6,7,7,7,6,7,0.7922269651231223,2,1,1,1,2,-0.47205526867339065,5,5,1,5,3,1,4,5,4,1,5,4,5,5,0.2241759939970915,4,4,4,2.8830276443883776,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,7,1.6492795615012592,5,1,1,4,5,-0.01423489843327037,5,5,2,5,5,1,5,5,5,1,5,2,5,5,0.2854414800073653,intrinsic,"peter, made, must, come, marry, take, stay, man, flower, soon, sampson, exit, eyes, loves, hither, kinsman, hath, true, slain, gregory, nothing, beauty, straight, many, poison, paris, mercutio, juliet, romeo, capulet, death, say, sir, may, tybalt, love, bencolio, laurence, good, well, like, talk, black, face, know, heaven, young, montague, doth, hand, prince, peace, hence, make, dead, comes, gentleman, balthasarm, hold, whose, send, desperate, heart, cell, scene, woe, years, let, upon, act, son, child, shall, will, name, tears, escalus, mistress, never, thursday, blood, house, back, first, exeunt, tomorrow, holy, head, breath, speak, servant, forth, gentle, place, grave, ladies,",peter  made  must  come  marry  take  stay  man  flower  soon  sampson  exit  eyes  loves  hither  kinsman  hath  true  slain  gregory  nothing  beauty  straight  many  poison  paris  mercutio  juliet  romeo  capulet  death  say  sir  may  tybalt  love  bencolio  laurence  good  well  like  talk  black  face  know  heaven  young  montague  doth  hand  prince  peace  hence  make  dead  comes  gentleman  balthasarm  hold  whose  send  desperate  heart  cell  scene  woe  years  let  upon  act  son  child  shall  will  name  tears  escalus  mistress  never  thursday  blood  house  back  first  exeunt  tomorrow  holy  head  breath  speak  servant  forth  gentle  place  grave  ladies ,96,Environmental Defense Fund,5.00075,245,R_3lMMVXbgn2TBTvp,4.366666666666666,2019-10-10 13:57:18,0,7,7,7,6,6,7,0.804832466108542,2,1,1,2,2,-0.35110686498129895,4,5,1,5,4,1,5,5,0,0,5,5,5,5,0.1582847508408784,4,4,4,2.776375813883019,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,7,1.6695415869720311,4,2,1,5,5,0.19642164289506342,4,5,1,5,5,1,5,5,4,1,5,4,5,5,0.3176714830355289
415,R_3pa0FezS6R0cTj7,22.65,10/3/19 11:35,1,29,0,1,0,0,0,0,0,1,0,Washington,West,Bachelor's degree,5,32.5,NA,NA,NA,4,2,5,4,2,3,-1.2260000895688348,1,1,1,1,1,-0.8808374967070594,4,3,1,1,3,1,3,2,4,1,1,5,2,2,-0.6496377900233768,3,2,1,-3.3158178953113664,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,4,5,-1.9401694961922111,1,1,1,2,1,-1.5728428563847572,1,3,1,1,1,1,3,3,4,0,NA,3,2,2,-1.2202983850283033,control,"beauty, nothing, gregory, slain, married, ladies, grave, speak, servant, mercutio, mantua, exeunt, tomorrow, back, hast, first, house, blood, mother, thursday, daughter, mistress, never, bring, banished, twenty, therefore, peter, light, give, paris, tonight, now, holy, john, night, lady, heavy, day, benvolio, tears, laurence, made, must, true, law, hath, gone, woe, years, body, better, shall, let, scene, name",beauty  nothing  gregory  slain  married  ladies  grave  speak  servant  mercutio  mantua  exeunt  tomorrow  back  hast  first  house  blood  mother  thursday  daughter  mistress  never  bring  banished  twenty  therefore  peter  light  give  paris  tonight  now  holy  john  night  lady  heavy  day  benvolio  tears  laurence  made  must  true  law  hath  gone  woe  years  body  better  shall  let  scene  name,56,NA,5.000116666666667,299,R_3nHKoLbcPz59yn7,2.2333333333333334,2019-10-10 14:25:15,0,4,3,3,4,3,3,-1.1972804610836651,1,1,1,1,1,-0.984266147499322,3,3,1,1,3,1,2,1,5,1,1,5,5,2,-0.6753407252827168,2,2,2,-3.568650429826315,I don't know,0,5,5,-1.0461167510724536,2,2,1,1,1,-1.3138606974396205,4,4,1,1,4,1,3,2,5,0,3,4,2,3,-0.7871789259669796
416,R_RmlH469nTGucMSd,16.283333333333335,10/3/19 11:43,0,29,0,1,0,0,0,0,0,1,0,Ohio,Midwest,Bachelor's degree,5,62.5,2,1,0,7,7,7,7,7,7,0.9910130080779666,5,3,2,4,1,1.205601184168442,4,4,3,5,5,2,5,4,1,2,1,5,2,3,0.4244381367276668,4,4,4,2.8830276443883776,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,7,1.6492795615012592,5,5,5,5,5,1.2765239896629301,5,3,5,5,4,4,4,3,5,5,4,4,1,3,0.4902694979742712,control,"beauty, nothing, peter, must, show, marry, sleep, come, stay, flower, straight, strength, gregory, light, bones, lives, true, hath, enter, take, nurse, sound, others, many, fight, flight, slain, law, poison, gentle, forth, place, head, breath, dream, servant, mercutio, ground, mantua, exeunt, tomorrow, back, hast, though, first, sorrow, house, blood, means, mother, re-enter, thursday, daughter, mistress, never, bring, banished, twenty, therefore, slain, married, ladies, grave, speak, head, paris, mantua, night, find, lady, heavy, day, benvolio, never, banished, therefore, laurence, tears, spoke, second, heavy,",beauty  nothing  peter  must  show  marry  sleep  come  stay  flower  straight  strength  gregory  light  bones  lives  true  hath  enter  take  nurse  sound  others  many  fight  flight  slain  law  poison  gentle  forth  place  head  breath  dream  servant  mercutio  ground  mantua  exeunt  tomorrow  back  hast  though  first  sorrow  house  blood  means  mother  re-enter  thursday  daughter  mistress  never  bring  banished  twenty  therefore  slain  married  ladies  grave  speak  head  paris  mantua  night  find  lady  heavy  day  benvolio  never  banished  therefore  laurence  tears  spoke  second  heavy ,81,NA,5.002416666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,R_8BUrVrFN2vvDCox,10.333333333333334,10/3/19 11:50,0,36,0,1,0,0,0,0,0,1,0,Indiana,Midwest,High school diploma or equivalent,2,32.5,0,0,0,6,6,6,6,6,6,0.3741272752486662,2,1,1,1,2,-0.47205526867339065,5,3,1,1,2,2,2,1,3,3,1,4,5,5,-0.36518331952377137,3,4,3,0.768022291970037,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,6,6,0.21784312256050406,3,3,3,3,3,-0.22193559969427837,5,4,1,1,3,3,4,3,4,4,2,3,5,3,-0.2362594717205776,control,"must, hath, Romeo, Juliet, Peter, enter, come, take, man, stay, exit, yet, eyes, complete, comes, earth dead, sir, death, Capulet, tybalt, wilt, good, sweet, mine, hear, know, alone, heaven, young, Laurence, benvolio, day, lady, night, back, house, blood, mother, banished, mistress, therefore, alone, farewell, warrant, shame, pardon, think, prince, servant, mercutio, breath, head, place, forth, gentle, married, poison, beauty, kinsman, will, upon, nurse, poor, heart, part, art, time, thing, lips, any, master, therefore, twenty,being, answer, move, name, escalus, tears, second, dost, lie, are, life, bid, call, wit, bear, ears, maid, Sampson, men, tomb, pale, thine, black, grief, kill, sight, child, sin, Thursday, ladies, great, long, silver, maid, sound, flower, stand, came, noble, days, villain, madam, meet, Montague, tongue, else, rich, page, others, Balthazar, -heavy, body, woe, holy, Mantua, ground",must  hath  Romeo  Juliet  Peter  enter  come  take  man  stay  exit  yet  eyes  complete  comes  earth dead  sir  death  Capulet  tybalt  wilt  good  sweet  mine  hear  know  alone  heaven  young  Laurence  benvolio  day  lady  night  back  house  blood  mother  banished  mistress  therefore  alone  farewell  warrant  shame  pardon  think  prince  servant  mercutio  breath  head  place  forth  gentle  married  poison  beauty  kinsman  will  upon  nurse  poor  heart  part  art  time  thing  lips  any  master  therefore  twenty being  answer  move  name  escalus  tears  second  dost  lie  are  life  bid  call  wit  bear  ears  maid  Sampson  men  tomb  pale  thine  black  grief  kill  sight  child  sin  Thursday  ladies  great  long  silver  maid  sound  flower  stand  came  noble  days  villain  madam  meet  Montague  tongue  else  rich  page  others  Balthazar  -heavy  body  woe  holy  Mantua  ground,130,NA,5.00205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
